ཨཱོ་	o:_⁵⁵ 
བརྗིགས་	_tɕ_i?_¹³² 
བརྗིང་	_tɕ_iŋ_¹³ 
བརྗིངས་	_tɕ_iŋ_¹³² 
བརྗིན་	_tɕ_in_¹³ 
བརྗིབ་	_tɕ_ip_¹³² 
བརྗིབས་	_tɕ_ip_¹³² 
བརྗིམ་	_tɕ_im_¹³ 
བརྗིམས་	_tɕ_im_¹³² 
བརྗིར་	_tɕ_ir_¹³ 
བརྗིལ་	_tɕ_i:_¹³ 
བརྗིས་	_tɕ_i?_¹³² 
བརྗུ་	_tɕ_u_¹³ 
བརྗུག་	_tɕ_u?_¹³² 
བརྗུགས་	_tɕ_u?_¹³² 
བརྗུང་	_tɕ_uŋ_¹³ 
བརྗུངས་	_tɕ_up_¹³² 
བརྗུད་	_tɕ_y?_¹³² 
བརྗུན་	_tɕ_yn_¹³ 
བརྗུབ་	_tɕ_up_¹³² 
བརྗུབས་	_tɕ_up_¹³² 
བརྗུམ་	_tɕ_um_¹³ 
བརྗུམས་	_tɕ_um_¹³² 
བརྗུར་	_tɕ_ur_¹³ 
བརྗུལ་	_tɕ_y:_¹³ 
བརྗུས་	_tɕ_y?_¹³² 
བརྗེག་	_tɕ_e?_¹³² 
བརྗེགས་	_tɕ_e?_¹³² 
བརྗེང་	_tɕ_eŋ_¹³ 
བརྗེངས་	_tɕ_eŋ_¹³² 
བརྗེན་	_tɕ_en_¹³ 
བརྗེབ་	_tɕ_ep_¹³² 
བརྗེབས་	_tɕ_ep_¹³² 
བརྗེམ་	_tɕ_em_¹³ 
བརྗེམས་	_tɕ_em_¹³² 
བརྗེར་	_tɕ_er_¹³ 
བརྗེལ་	_tɕ_e:_¹³ 
བརྗོ་	_tɕ_o_¹³ 
བརྗོག་	_tɕ_o?_¹³² 
བརྗོགས་	_tɕ_o?_¹³² 
བརྗོང་	_tɕ_oŋ_¹³ 
བརྗོངས་	_tɕ_oŋ_¹³² 
བརྗོན་	_tɕ_on_¹³ 
བརྗོབ་	_tɕ_op_¹³² 
བརྗོབས་	_tɕ_op_¹³² 
བརྗོམ་	_tɕ_om_¹³ 
བརྗོམས་	_tɕ_om_¹³² 
བརྗོར་	_tɕ_or_¹³ 
བརྗོལ་	_tɕ_ø:_¹³ 
བརྗོས་	_tɕ_ø?_¹³² 
བརྙ་	_ȵ_a_⁵⁵ 
བརྙག་	_ȵ_a?_⁵¹ 
བརྙགས་	_ȵ_a?_⁵¹ 
བརྙང་	_ȵ_aŋ_⁵⁵ 
བརྙངས་	_ȵ_aŋ_⁵¹ 
བརྙད་	_ȵ_ɛ?_⁵¹ 
བརྙན་	_ȵ_an_⁵⁵ 
བརྙབ་	_ȵ_ap_⁵¹ 
བརྙབས་	_ȵ_əp_⁵¹ 
བརྙམ་	_ȵ_am_⁵⁵ 
བརྙམས་	_ȵ_am_⁵¹ 
བརྙར་	_ȵ_ar_⁵⁵ 
བརྙལ་	_ȵ_ɛ:_⁵⁵ 
བརྙས་	_ȵ_ɛ?_⁵¹ 
བརྙི་	_ȵ_i_⁵⁵ 
བརྙིག་	_ȵ_i?_⁵¹ 
བརྙིགས་	_ȵ_i?_⁵¹ 
བརྙིང་	_ȵ_iŋ_⁵⁵ 
བརྙིངས་	_ȵ_iŋ_⁵¹ 
བརྙིད་	_ȵ_i?_⁵¹ 
བརྙིན་	_ȵ_in_⁵⁵ 
བརྙིབ་	_ȵ_ip_⁵¹ 
བརྙིབས་	_ȵ_ip_⁵¹ 
བརྙིམ་	_ȵ_im_⁵⁵ 
བརྙིམས་	_ȵ_im_⁵¹ 
བརྙིར་	_ȵ_ir_⁵⁵ 
བརྙིལ་	_ȵ_i:_⁵⁵ 
བརྙིས་	_ȵ_i?_⁵¹ 
བརྙུ་	_ȵ_u_⁵⁵ 
བརྙུག་	_ȵ_u?_⁵¹ 
བརྙུགས་	_ȵ_u?_⁵¹ 
བརྙུང་	_ȵ_uŋ_⁵⁵ 
བརྙུངས་	_ȵ_up_⁵¹ 
བརྙུད་	_ȵ_y?_⁵¹ 
བརྙུན་	_ȵ_yn_⁵⁵ 
བརྙུབ་	_ȵ_up_⁵¹ 
བརྙུབས་	_ȵ_up_⁵¹ 
བརྙུམ་	_ȵ_um_⁵⁵ 
བརྙུམས་	_ȵ_um_⁵¹ 
བརྙུར་	_ȵ_ur_⁵⁵ 
བརྙུལ་	_ȵ_y:_⁵⁵ 
བརྙུས་	_ȵ_y?_⁵¹ 
བརྙེ་	_ȵ_e_⁵⁵ 
བརྙེག་	_ȵ_e?_⁵¹ 
བརྙེགས་	_ȵ_e?_⁵¹ 
བརྙེང་	_ȵ_eŋ_⁵⁵ 
བརྙེངས་	_ȵ_eŋ_⁵¹ 
བརྙེད་	_ȵ_e?_⁵¹ 
བརྙེན་	_ȵ_en_⁵⁵ 
བརྙེབ་	_ȵ_ep_⁵¹ 
བརྙེབས་	_ȵ_ep_⁵¹ 
བརྙེམ་	_ȵ_em_⁵⁵ 
བརྙེམས་	_ȵ_em_⁵¹ 
བརྙེར་	_ȵ_er_⁵⁵ 
བརྙེལ་	_ȵ_e:_⁵⁵ 
བརྙེས་	_ȵ_e?_⁵¹ 
བརྙོ་	_ȵ_o_⁵⁵ 
བརྙོག་	_ȵ_o?_⁵¹ 
བརྙོགས་	_ȵ_o?_⁵¹ 
བརྙོང་	_ȵ_oŋ_⁵⁵ 
བརྙོངས་	_ȵ_oŋ_⁵¹ 
བརྙོད་	_ȵ_ø?_⁵¹ 
བརྙོན་	_ȵ_on_⁵⁵ 
བརྙོབ་	_ȵ_op_⁵¹ 
བརྙོབས་	_ȵ_op_⁵¹ 
བརྙོམ་	_ȵ_om_⁵⁵ 
བརྙོམས་	_ȵ_om_⁵¹ 
བརྙོར་	_ȵ_or_⁵⁵ 
བརྙོལ་	_ȵ_ø:_⁵⁵ 
བརྙོས་	_ȵ_ø?_⁵¹ 
བརྟང་	_t_aŋ_⁵⁵ 
བརྟངས་	_t_aŋ_⁵¹ 
བརྟམ་	_t_am_⁵⁵ 
བརྟམས་	_t_am_⁵¹ 
བརྟར་	_t_ar_⁵⁵ 
བརྟལ་	_t_ɛ:_⁵⁵ 
བརྟི་	_t_i_⁵⁵ 
བརྟིག་	_t_i?_⁵¹ 
བརྟིགས་	_t_i?_⁵¹ 
བརྟིང་	_t_iŋ_⁵⁵ 
བརྟིངས་	_t_iŋ_⁵¹ 
བརྟིད་	_t_i?_⁵¹ 
བརྟིན་	_t_in_⁵⁵ 
བརྟིམ་	_t_im_⁵⁵ 
བརྟིམས་	_t_im_⁵¹ 
བརྟིར་	_t_ir_⁵⁵ 
བརྟིལ་	_t_i:_⁵⁵ 
བརྟིས་	_t_i?_⁵¹ 
བརྟུ་	_t_u_⁵⁵ 
བརྟུག་	_t_u?_⁵¹ 
བརྟུགས་	_t_u?_⁵¹ 
བརྟུང་	_t_uŋ_⁵⁵ 
བརྟུངས་	_t_up_⁵¹ 
བརྟུད་	_t_y?_⁵¹ 
བརྟུབ་	_t_up_⁵¹ 
བརྟུབས་	_t_up_⁵¹ 
བརྟུམ་	_t_um_⁵⁵ 
བརྟུམས་	_t_um_⁵¹ 
བརྟུར་	_t_ur_⁵⁵ 
བརྟུས་	_t_y?_⁵¹ 
བརྟེ་	_t_e_⁵⁵ 
བརྟེག་	_t_e?_⁵¹ 
བརྟེགས་	_t_e?_⁵¹ 
བརྟེང་	_t_eŋ_⁵⁵ 
བརྟེངས་	_t_eŋ_⁵¹ 
བརྟེད་	_t_e?_⁵¹ 
བརྟེབ་	_t_ep_⁵¹ 
བརྟེབས་	_t_ep_⁵¹ 
བརྟེམ་	_t_em_⁵⁵ 
བརྟེམས་	_t_em_⁵¹ 
བརྟེར་	_t_er_⁵⁵ 
བརྟེལ་	_t_e:_⁵⁵ 
བརྟེས་	_t_e?_⁵¹ 
བརྟོ་	_t_o_⁵⁵ 
བརྟོག་	_t_o?_⁵¹ 
བརྟོགས་	_t_o?_⁵¹ 
བརྟོང་	_t_oŋ_⁵⁵ 
བརྟོངས་	_t_oŋ_⁵¹ 
བརྟོན་	_t_on_⁵⁵ 
བརྟོབ་	_t_op_⁵¹ 
བརྟོབས་	_t_op_⁵¹ 
བརྟོམ་	_t_om_⁵⁵ 
བརྟོམས་	_t_om_⁵¹ 
བརྟོར་	_t_or_⁵⁵ 
བརྟོས་	_t_ø?_⁵¹ 
བརྡ་	_t_a_¹³ 
བརྡག་	_t_a?_¹³² 
བརྡགས་	_t_a?_¹³² 
བརྡང་	_t_aŋ_¹³ 
བརྡངས་	_t_aŋ_¹³² 
བརྡད་	_t_ɛ?_¹³² 
བརྡན་	_t_an_¹³ 
བརྡམ་	_t_am_¹³ 
བརྡམས་	_t_am_¹³² 
བརྡས་	_t_ɛ?_¹³² 
བརྡི་	_t_i_¹³ 
བརྡིག་	_t_i?_¹³² 
བརྡིགས་	_t_i?_¹³² 
བརྡིང་	_t_iŋ_¹³ 
བརྡིངས་	_t_iŋ_¹³² 
བརྡིད་	_t_i?_¹³² 
བརྡིན་	_t_in_¹³ 
བརྡིམ་	_t_im_¹³ 
བརྡིམས་	_t_im_¹³² 
བརྡིར་	_t_ir_¹³ 
བརྡིལ་	_t_i:_¹³ 
བརྡིས་	_t_i?_¹³² 
བརྡུ་	_t_u_¹³ 
བརྡུག་	_t_u?_¹³² 
བརྡུད་	_t_y?_¹³² 
བརྡུན་	_t_yn_¹³ 
བརྡུབ་	_t_up_¹³² 
བརྡུབས་	_t_up_¹³² 
བརྡུམ་	_t_um_¹³ 
བརྡུམས་	_t_um_¹³² 
བརྡུར་	_t_ur_¹³ 
བརྡུས་	_t_y?_¹³² 
བརྡེ་	_t_e_¹³ 
བརྡེང་	_t_eŋ_¹³ 
བརྡེངས་	_t_eŋ_¹³² 
བརྡེད་	_t_e?_¹³² 
བརྡེན་	_t_en_¹³ 
བརྡེབས་	_t_ep_¹³² 
བརྡེམ་	_t_em_¹³ 
བརྡེམས་	_t_em_¹³² 
བརྡེར་	_t_er_¹³ 
བརྡེལ་	_t_e:_¹³ 
བརྡེས་	_t_e?_¹³² 
བརྡོ་	_t_o_¹³ 
བརྡོག་	_t_o?_¹³² 
བརྡོང་	_t_oŋ_¹³ 
བརྡོངས་	_t_oŋ_¹³² 
བརྡོད་	_t_ø?_¹³² 
བརྡོན་	_t_on_¹³ 
བརྡོབ་	_t_op_¹³² 
བརྡོབས་	_t_op_¹³² 
བརྡོམ་	_t_om_¹³ 
བརྡོམས་	_t_om_¹³² 
བརྡོར་	_t_or_¹³ 
བརྣ་	_n_a_⁵⁵ 
བརྣད་	_n_ɛ?_⁵¹ 
བརྣམས་	_n_am_⁵¹ 
བརྣར་	_n_ar_⁵⁵ 
བརྣལ་	_n_ɛ:_⁵⁵ 
བརྣས་	_n_ɛ?_⁵¹ 
བརྣི་	_n_i_⁵⁵ 
བརྣིག་	_n_i?_⁵¹ 
བརྣིགས་	_n_i?_⁵¹ 
བརྣིང་	_n_iŋ_⁵⁵ 
བརྣིངས་	_n_iŋ_⁵¹ 
བརྣིད་	_n_i?_⁵¹ 
བརྣིན་	_n_in_⁵⁵ 
བརྣིབ་	_n_ip_⁵¹ 
བརྣིབས་	_n_ip_⁵¹ 
བརྣིམ་	_n_im_⁵⁵ 
བརྣིམས་	_n_im_⁵¹ 
བརྣིར་	_n_ir_⁵⁵ 
བརྣིལ་	_n_i:_⁵⁵ 
བརྣིས་	_n_i?_⁵¹ 
བརྣུག་	_n_u?_⁵¹ 
བརྣུགས་	_n_u?_⁵¹ 
བརྣུང་	_n_uŋ_⁵⁵ 
བརྣུངས་	_n_up_⁵¹ 
བརྣུད་	_n_y?_⁵¹ 
བརྣུན་	_n_yn_⁵⁵ 
བརྣུབ་	_n_up_⁵¹ 
བརྣུབས་	_n_up_⁵¹ 
བརྣུམ་	_n_um_⁵⁵ 
བརྣུམས་	_n_um_⁵¹ 
བརྣུལ་	_n_y:_⁵⁵ 
བརྣུས་	_n_y?_⁵¹ 
བརྣེ་	_n_e_⁵⁵ 
བརྣེག་	_n_e?_⁵¹ 
བརྣེགས་	_n_e?_⁵¹ 
བརྣེང་	_n_eŋ_⁵⁵ 
བརྣེངས་	_n_eŋ_⁵¹ 
བརྣེད་	_n_e?_⁵¹ 
བརྣེན་	_n_en_⁵⁵ 
བརྣེབ་	_n_ep_⁵¹ 
བརྣེབས་	_n_ep_⁵¹ 
བརྣེམ་	_n_em_⁵⁵ 
བརྣེམས་	_n_em_⁵¹ 
བརྣེར་	_n_er_⁵⁵ 
བརྣེལ་	_n_e:_⁵⁵ 
བརྣེས་	_n_e?_⁵¹ 
བརྣོ་	_n_o_⁵⁵ 
བརྣོང་	_n_oŋ_⁵⁵ 
བརྣོངས་	_n_oŋ_⁵¹ 
བརྣོད་	_n_ø?_⁵¹ 
བརྣོན་	_n_on_⁵⁵ 
བརྣོབ་	_n_op_⁵¹ 
བརྣོབས་	_n_op_⁵¹ 
བརྣོམ་	_n_om_⁵⁵ 
བརྣོམས་	_n_om_⁵¹ 
བརྣོར་	_n_or_⁵⁵ 
བརྣོལ་	_n_ø:_⁵⁵ 
བརྣོས་	_n_ø?_⁵¹ 
བརྩ་	_ts_a_⁵⁵ 
བརྩབ་	_ts_ap_⁵¹ 
བརྩབས་	_ts_əp_⁵¹ 
བརྩར་	_ts_ar_⁵⁵ 
བརྩིད་	_ts_i?_⁵¹ 
བརྩིན་	_ts_in_⁵⁵ 
བརྩིབ་	_ts_ip_⁵¹ 
བརྩིབས་	_ts_ip_⁵¹ 
བརྩིམ་	_ts_im_⁵⁵ 
བརྩིམས་	_ts_im_⁵¹ 
བརྩིའི་	_ts_i:_⁵⁵ 
བརྩིར་	_ts_ir_⁵⁵ 
བརྩིལ་	_ts_i:_⁵⁵ 
བརྩུག་	_ts_u?_⁵¹ 
བརྩུགས་	_ts_u?_⁵¹ 
བརྩུང་	_ts_uŋ_⁵⁵ 
བརྩུངས་	_ts_up_⁵¹ 
བརྩུད་	_ts_y?_⁵¹ 
བརྩུན་	_ts_yn_⁵⁵ 
བརྩུབ་	_ts_up_⁵¹ 
བརྩུབས་	_ts_up_⁵¹ 
བརྩུམ་	_ts_um_⁵⁵ 
བརྩུམས་	_ts_um_⁵¹ 
བརྩུར་	_ts_ur_⁵⁵ 
བརྩུལ་	_ts_y:_⁵⁵ 
བརྩེན་	_ts_en_⁵⁵ 
བརྩེབས་	_ts_ep_⁵¹ 
བརྩེམ་	_ts_em_⁵⁵ 
བརྩེམས་	_ts_em_⁵¹ 
བརྩེར་	_ts_er_⁵⁵ 
བརྩེལ་	_ts_e:_⁵⁵ 
བརྩོ་	_ts_o_⁵⁵ 
བརྩོང་	_ts_oŋ_⁵⁵ 
བརྩོངས་	_ts_oŋ_⁵¹ 
བརྩོད་	_ts_ø?_⁵¹ 
བརྩོབ་	_ts_op_⁵¹ 
བརྩོབས་	_ts_op_⁵¹ 
བརྩོམ་	_ts_om_⁵⁵ 
བརྩོམས་	_ts_om_⁵¹ 
བརྩོར་	_ts_or_⁵⁵ 
བརྩོལ་	_ts_ø:_⁵⁵ 
བརྩོས་	_ts_ø?_⁵¹ 
བརྫ་	_ts_a_¹³ 
བརྫག་	_ts_a?_¹³² 
བརྫགས་	_ts_a?_¹³² 
བརྫན་	_ts_an_¹³ 
བརྫབ་	_ts_ap_¹³² 
བརྫམ་	_ts_am_¹³ 
བརྫམས་	_ts_am_¹³² 
བརྫར་	_ts_ar_¹³ 
བརྫལ་	_ts_ɛ:_¹³ 
བརྫས་	_ts_ɛ?_¹³² 
བརྫིག་	_ts_i?_¹³² 
བརྫིགས་	_ts_i?_¹³² 
བརྫིང་	_ts_iŋ_¹³ 
བརྫིངས་	_ts_iŋ_¹³² 
བརྫིད་	_ts_i?_¹³² 
བརྫིན་	_ts_in_¹³ 
བརྫིབ་	_ts_ip_¹³² 
བརྫིབས་	_ts_ip_¹³² 
བརྫིམ་	_ts_im_¹³ 
བརྫིམས་	_ts_im_¹³² 
བརྫིར་	_ts_ir_¹³ 
བརྫིལ་	_ts_i:_¹³ 
བརྫུག་	_ts_u?_¹³² 
བརྫུགས་	_ts_u?_¹³² 
བརྫུང་	_ts_uŋ_¹³ 
བརྫུངས་	_ts_up_¹³² 
བརྫུད་	_ts_y?_¹³² 
བརྫུབ་	_ts_up_¹³² 
བརྫུབས་	_ts_up_¹³² 
བརྫུམ་	_ts_um_¹³ 
བརྫུམས་	_ts_um_¹³² 
བརྫུར་	_ts_ur_¹³ 
བརྫུལ་	_ts_y:_¹³ 
བརྫེག་	_ts_e?_¹³² 
བརྫེགས་	_ts_e?_¹³² 
བརྫེང་	_ts_eŋ_¹³ 
བརྫེངས་	_ts_eŋ_¹³² 
བརྫེད་	_ts_e?_¹³² 
བརྫེན་	_ts_en_¹³ 
བརྫེབ་	_ts_ep_¹³² 
བརྫེབས་	_ts_ep_¹³² 
བརྫེམ་	_ts_em_¹³ 
བརྫེམས་	_ts_em_¹³² 
བརྫེར་	_ts_er_¹³ 
བརྫེལ་	_ts_e:_¹³ 
བརྫོ་	_ts_o_¹³ 
བརྫོང་	_ts_oŋ_¹³ 
བརྫོངས་	_ts_oŋ_¹³² 
བརྫོད་	_ts_ø?_¹³² 
བརྫོན་	_ts_on_¹³ 
བརྫོབ་	_ts_op_¹³² 
བརྫོབས་	_ts_op_¹³² 
བརྫོམ་	_ts_om_¹³ 
བརྫོམས་	_ts_om_¹³² 
བརྫོར་	_ts_or_¹³ 
བརྫོལ་	_ts_ø:_¹³ 
བརྫོས་	_ts_ø?_¹³² 
བརླ་	_l_a_⁵⁵ 
བརླག་	_l_a?_⁵¹ 
བརླགས་	_l_a?_⁵¹ 
བརླང་	_l_aŋ_⁵⁵ 
བརླངས་	_l_aŋ_⁵¹ 
བརླད་	_l_ɛ?_⁵¹ 
བརླན་	_l_an_⁵⁵ 
བརླབ་	_l_ap_⁵¹ 
བརླབས་	_l_əp_⁵¹ 
བརླམ་	_l_am_⁵⁵ 
བརླམས་	_l_am_⁵¹ 
བརླར་	_l_ar_⁵⁵ 
བརླལ་	_l_ɛ:_⁵⁵ 
བརླས་	_l_ɛ?_⁵¹ 
བརླི་	_l_i_⁵⁵ 
བརླིག་	_l_i?_⁵¹ 
བརླིགས་	_l_i?_⁵¹ 
བརླིང་	_l_iŋ_⁵⁵ 
བརླིངས་	_l_iŋ_⁵¹ 
བརླིད་	_l_i?_⁵¹ 
བརླིན་	_l_in_⁵⁵ 
བརླིབ་	_l_ip_⁵¹ 
བརླིབས་	_l_ip_⁵¹ 
བརླིམ་	_l_im_⁵⁵ 
བརླིམས་	_l_im_⁵¹ 
བརླིར་	_l_ir_⁵⁵ 
བརླིལ་	_l_i:_⁵⁵ 
བརླིས་	_l_i?_⁵¹ 
བརླུ་	_l_u_⁵⁵ 
བརླུག་	_l_u?_⁵¹ 
བརླུགས་	_l_u?_⁵¹ 
བརླུང་	_l_uŋ_⁵⁵ 
བརླུངས་	_l_up_⁵¹ 
བརླུད་	_l_y?_⁵¹ 
བརླུན་	_l_yn_⁵⁵ 
བརླུབ་	_l_up_⁵¹ 
བརླུབས་	_l_up_⁵¹ 
བརླུམ་	_l_um_⁵⁵ 
བརླུམས་	_l_um_⁵¹ 
བརླུར་	_l_ur_⁵⁵ 
བརླུལ་	_l_y:_⁵⁵ 
བརླུས་	_l_y?_⁵¹ 
བརླེ་	_l_e_⁵⁵ 
བརླེག་	_l_e?_⁵¹ 
བརླེགས་	_l_e?_⁵¹ 
བརླེང་	_l_eŋ_⁵⁵ 
བརླེངས་	_l_eŋ_⁵¹ 
བརླེད་	_l_e?_⁵¹ 
བརླེན་	_l_en_⁵⁵ 
བརླེབ་	_l_ep_⁵¹ 
བརླེབས་	_l_ep_⁵¹ 
བརླེམ་	_l_em_⁵⁵ 
བརླེམས་	_l_em_⁵¹ 
བརླེར་	_l_er_⁵⁵ 
བརླེལ་	_l_e:_⁵⁵ 
བརླེས་	_l_e?_⁵¹ 
བརློ་	_l_o_⁵⁵ 
བརློག་	_l_o?_⁵¹ 
བརློགས་	_l_o?_⁵¹ 
བརློང་	_l_oŋ_⁵⁵ 
བརློངས་	_l_oŋ_⁵¹ 
བརློད་	_l_ø?_⁵¹ 
བརློན་	_l_on_⁵⁵ 
བརློབ་	_l_op_⁵¹ 
བརློབས་	_l_op_⁵¹ 
བརློམ་	_l_om_⁵⁵ 
བརློམས་	_l_om_⁵¹ 
བརློར་	_l_or_⁵⁵ 
བརློལ་	_l_ø:_⁵⁵ 
བརློས་	_l_ø?_⁵¹ 
བལྟག་	_t_a?_⁵¹ 
བལྟགས་	_t_a?_⁵¹ 
བལྟང་	_t_aŋ_⁵⁵ 
བལྟངས་	_t_aŋ_⁵¹ 
བལྟད་	_t_ɛ?_⁵¹ 
བལྟན་	_t_an_⁵⁵ 
བལྟལ་	_t_ɛ:_⁵⁵ 
བལྟི་	_t_i_⁵⁵ 
བལྟིག་	_t_i?_⁵¹ 
བལྟིགས་	_t_i?_⁵¹ 
བལྟིང་	_t_iŋ_⁵⁵ 
བལྟིངས་	_t_iŋ_⁵¹ 
བལྟིད་	_t_i?_⁵¹ 
བལྟིན་	_t_in_⁵⁵ 
བལྟིབ་	_t_ip_⁵¹ 
བལྟིབས་	_t_ip_⁵¹ 
བལྟིམ་	_t_im_⁵⁵ 
བལྟིམས་	_t_im_⁵¹ 
བལྟིར་	_t_ir_⁵⁵ 
བལྟིལ་	_t_i:_⁵⁵ 
བལྟིས་	_t_i?_⁵¹ 
བལྟུ་	_t_u_⁵⁵ 
བལྟུག་	_t_u?_⁵¹ 
བལྟུགས་	_t_u?_⁵¹ 
བལྟུང་	_t_uŋ_⁵⁵ 
བལྟུངས་	_t_up_⁵¹ 
བལྟུད་	_t_y?_⁵¹ 
བལྟུན་	_t_yn_⁵⁵ 
བལྟུབ་	_t_up_⁵¹ 
བལྟུབས་	_t_up_⁵¹ 
བལྟུམ་	_t_um_⁵⁵ 
བལྟུམས་	_t_um_⁵¹ 
བལྟུར་	_t_ur_⁵⁵ 
བལྟུལ་	_t_y:_⁵⁵ 
བལྟུས་	_t_y?_⁵¹ 
བལྟེ་	_t_e_⁵⁵ 
བལྟེག་	_t_e?_⁵¹ 
བལྟེགས་	_t_e?_⁵¹ 
བལྟེང་	_t_eŋ_⁵⁵ 
བལྟེངས་	_t_eŋ_⁵¹ 
བལྟེད་	_t_e?_⁵¹ 
བལྟེན་	_t_en_⁵⁵ 
བལྟེབ་	_t_ep_⁵¹ 
བལྟེམ་	_t_em_⁵⁵ 
བལྟེམས་	_t_em_⁵¹ 
བལྟེར་	_t_er_⁵⁵ 
བལྟེལ་	_t_e:_⁵⁵ 
བལྟེས་	_t_e?_⁵¹ 
བལྟོ་	_t_o_⁵⁵ 
བལྟོག་	_t_o?_⁵¹ 
བལྟོགས་	_t_o?_⁵¹ 
བལྟོང་	_t_oŋ_⁵⁵ 
བལྟོངས་	_t_oŋ_⁵¹ 
བལྟོད་	_t_ø?_⁵¹ 
བལྟོན་	_t_on_⁵⁵ 
བལྟོབ་	_t_op_⁵¹ 
བལྟོབས་	_t_op_⁵¹ 
བལྟོམ་	_t_om_⁵⁵ 
བལྟོམས་	_t_om_⁵¹ 
བལྟོར་	_t_or_⁵⁵ 
བལྟོལ་	_t_ø:_⁵⁵ 
བལྡ་	_t_a_¹³ 
བལྡང་	_t_aŋ_¹³ 
བལྡངས་	_t_aŋ_¹³² 
བལྡན་	_t_an_¹³ 
བལྡམ་	_t_am_¹³ 
བལྡམས་	_t_am_¹³² 
བལྡར་	_t_ar_¹³ 
བལྡལ་	_t_ɛ:_¹³ 
བལྡས་	_t_ɛ?_¹³² 
བལྡིག་	_t_i?_¹³² 
བལྡིགས་	_t_i?_¹³² 
བལྡིང་	_t_iŋ_¹³ 
བལྡིངས་	_t_iŋ_¹³² 
བལྡིད་	_t_i?_¹³² 
བལྡིན་	_t_in_¹³ 
བལྡིབ་	_t_ip_¹³² 
བལྡིབས་	_t_ip_¹³² 
བལྡིམ་	_t_im_¹³ 
བལྡིམས་	_t_im_¹³² 
བལྡིལ་	_t_i:_¹³ 
བལྡིས་	_t_i?_¹³² 
བལྡུ་	_t_u_¹³ 
བལྡུག་	_t_u?_¹³² 
བལྡུགས་	_t_u?_¹³² 
བལྡུང་	_t_uŋ_¹³ 
བལྡུངས་	_t_up_¹³² 
བལྡུད་	_t_y?_¹³² 
བལྡུན་	_t_yn_¹³ 
བལྡུབ་	_t_up_¹³² 
བལྡུབས་	_t_up_¹³² 
བལྡུམ་	_t_um_¹³ 
བལྡུམས་	_t_um_¹³² 
བལྡུར་	_t_ur_¹³ 
བལྡུལ་	_t_y:_¹³ 
བལྡུས་	_t_y?_¹³² 
བལྡེ་	_t_e_¹³ 
བལྡེང་	_t_eŋ_¹³ 
བལྡེངས་	_t_eŋ_¹³² 
བལྡེད་	_t_e?_¹³² 
བལྡེན་	_t_en_¹³ 
བལྡེབ་	_t_ep_¹³² 
བལྡེབས་	_t_ep_¹³² 
བལྡེམ་	_t_em_¹³ 
བལྡེམས་	_t_em_¹³² 
བལྡེར་	_t_er_¹³ 
བལྡེལ་	_t_e:_¹³ 
བལྡེས་	_t_e?_¹³² 
བལྡོ་	_t_o_¹³ 
བལྡོག་	_t_o?_¹³² 
བལྡོགས་	_t_o?_¹³² 
བལྡོང་	_t_oŋ_¹³ 
བལྡོངས་	_t_oŋ_¹³² 
བལྡོད་	_t_ø?_¹³² 
བལྡོན་	_t_on_¹³ 
བལྡོབ་	_t_op_¹³² 
བལྡོབས་	_t_op_¹³² 
བལྡོམ་	_t_om_¹³ 
བལྡོམས་	_t_om_¹³² 
བལྡོར་	_t_or_¹³ 
བལྡོལ་	_t_ø:_¹³ 
བལྡོས་	_t_ø?_¹³² 
བཤབ་	_ɕ_ap_⁵¹ 
བཤབས་	_ɕ_əp_⁵¹ 
བཤི་	_ɕ_i_⁵⁵ 
བཤིང་	_ɕ_iŋ_⁵⁵ 
བཤིངས་	_ɕ_iŋ_⁵¹ 
བཤིད་	_ɕ_i?_⁵¹ 
བཤིན་	_ɕ_in_⁵⁵ 
བཤིམ་	_ɕ_im_⁵⁵ 
བཤིམས་	_ɕ_im_⁵¹ 
བཤིར་	_ɕ_ir_⁵⁵ 
བཤིལ་	_ɕ_i:_⁵⁵ 
བཤིས་	_ɕ_i?_⁵¹ 
བཤུན་	_ɕ_yn_⁵⁵ 
བཤེ་	_ɕ_e_⁵⁵ 
བཤེག་	_ɕ_e?_⁵¹ 
བཤེགས་	_ɕ_e?_⁵¹ 
བཤེང་	_ɕ_eŋ_⁵⁵ 
བཤེངས་	_ɕ_eŋ_⁵¹ 
བཤེན་	_ɕ_en_⁵⁵ 
བཤེབ་	_ɕ_ep_⁵¹ 
བཤེབས་	_ɕ_ep_⁵¹ 
བཤེམ་	_ɕ_em_⁵⁵ 
བཤེམས་	_ɕ_em_⁵¹ 
བཤེལ་	_ɕ_e:_⁵⁵ 
བཤོག་	_ɕ_o?_⁵¹ 
བཤོང་	_ɕ_oŋ_⁵⁵ 
བཤོན་	_ɕ_on_⁵⁵ 
བཤོབ་	_ɕ_op_⁵¹ 
བཤོབས་	_ɕ_op_⁵¹ 
བཤོམ་	_ɕ_om_⁵⁵ 
བཤོམས་	_ɕ_om_⁵¹ 
བསན་	_s_an_⁵⁵ 
བསས་	_s_ɛ?_⁵¹ 
བསིད་	_s_i?_⁵¹ 
བསིན་	_s_in_⁵⁵ 
བསིབ་	_s_ip_⁵¹ 
བསིབས་	_s_ip_⁵¹ 
བསིམ་	_s_im_⁵⁵ 
བསིམས་	_s_im_⁵¹ 
བསུགས་	_s_u?_⁵¹ 
བསུད་	_s_y?_⁵¹ 
